StationID,State,Estuary,Habitat,Station,lon,lat,geometry
S8J01,Oregon,Yaquina Bay,C,1,-124.03228761071588,44.62007332721581,"c(-124.032287610716, 44.6200733272158)"
S8J01,Oregon,Yaquina Bay,N,1,-124.00350381048973,44.61527947711245,"c(-124.00350381049, 44.6152794771125)"
S8J01,Oregon,Yaquina Bay,U,1,-124.03595409127324,44.615025727396386,"c(-124.035954091273, 44.6150257273964)"
S8J01,Oregon,Yaquina Bay,Z,1,-124.0191346551042,44.61756273119201,"c(-124.019134655104, 44.617562731192)"
S8J02,Oregon,Yaquina Bay,C,2,-124.01958172347614,44.61502003193083,"c(-124.019581723476, 44.6150200319308)"
S8J02,Oregon,Yaquina Bay,N,2,-124.04239879297977,44.61948634304918,"c(-124.04239879298, 44.6194863430492)"
S8J02,Oregon,Yaquina Bay,U,2,-124.0071951888856,44.57726524599502,"c(-124.007195188886, 44.577265245995)"
S8J02,Oregon,Yaquina Bay,Z,2,-124.01384874817856,44.612946478358616,"c(-124.013848748179, 44.6129464783586)"
S8J03,Oregon,Yaquina Bay,C,3,-124.01391714600052,44.579204335114866,"c(-124.013917146001, 44.5792043351149)"
S8J03,Oregon,Yaquina Bay,N,3,-124.022234389056,44.62828401497142,"c(-124.022234389056, 44.6282840149714)"
S8J03,Oregon,Yaquina Bay,U,3,-124.0165510276589,44.62046656150915,"c(-124.016551027659, 44.6204665615091)"
S8J03,Oregon,Yaquina Bay,Z,3,-124.02287850765615,44.62332687335107,"c(-124.022878507656, 44.6233268733511)"
S8J04,Oregon,Yaquina Bay,C,4,-124.01966906931332,44.58975814065373,"c(-124.019669069313, 44.5897581406537)"
S8J04,Oregon,Yaquina Bay,M,4,-124.03749118835336,44.62065634707497,"c(-124.037491188353, 44.620656347075)"
S8J04,Oregon,Yaquina Bay,N,4,-124.0450056196136,44.617950097011125,"c(-124.045005619614, 44.6179500970111)"
S8J04,Oregon,Yaquina Bay,U,4,-124.01345866959647,44.61805436647822,"c(-124.013458669596, 44.6180543664782)"
S8J04,Oregon,Yaquina Bay,Z,4,-124.0143355186714,44.60398464320307,"c(-124.014335518671, 44.6039846432031)"
S8J05,Oregon,Yaquina Bay,C,5,-124.05436195603338,44.62721769582957,"c(-124.054361956033, 44.6272176958296)"
S8J05,Oregon,Yaquina Bay,M,5,-124.04435774414567,44.624698899430825,"c(-124.044357744146, 44.6246988994308)"
S8J05,Oregon,Yaquina Bay,N,5,-124.02770903441407,44.6020375612235,"c(-124.027709034414, 44.6020375612235)"
S8J06,Oregon,Yaquina Bay,C,6,-124.01786700332862,44.6128207090517,"c(-124.017867003329, 44.6128207090517)"
S8J06,Oregon,Yaquina Bay,U,6,-124.02659522831598,44.609627708379556,"c(-124.026595228316, 44.6096277083796)"
S8J06,Oregon,Yaquina Bay,Z,6,-124.01588506604212,44.621309720715466,"c(-124.015885066042, 44.6213097207155)"
S8J07,Oregon,Yaquina Bay,N,7,-124.00762862034037,44.62421865766108,"c(-124.00762862034, 44.6242186576611)"
S8J07,Oregon,Yaquina Bay,U,7,-124.02659522831598,44.609627708379556,"c(-124.026595228316, 44.6096277083796)"
S8J07,Oregon,Yaquina Bay,U,7,-124.03545510588164,44.614607134640416,"c(-124.035455105882, 44.6146071346404)"
S8J07,Oregon,Yaquina Bay,Z,7,-124.01825058309691,44.611691974637175,"c(-124.018250583097, 44.6116919746372)"
S8J08,Oregon,Yaquina Bay,C,8,-124.00994743526093,44.57690784431658,"c(-124.009947435261, 44.5769078443166)"
S8J08,Oregon,Yaquina Bay,N,8,-124.02455706034029,44.62415806142479,"c(-124.02455706034, 44.6241580614248)"
S8J08,Oregon,Yaquina Bay,U,8,-124.0089296235701,44.62000300134759,"c(-124.00892962357, 44.6200030013476)"
S8J08,Oregon,Yaquina Bay,Z,8,-124.01325421593657,44.61209651565727,"c(-124.013254215937, 44.6120965156573)"
S8J09,Oregon,Yaquina Bay,C,9,-124.02514208796876,44.61657270071631,"c(-124.025142087969, 44.6165727007163)"
S8J09,Oregon,Yaquina Bay,N,9,-124.02185059462913,44.628683559544555,"c(-124.021850594629, 44.6286835595446)"
S8J09,Oregon,Yaquina Bay,U,9,-124.01386151065435,44.62092259095687,"c(-124.013861510654, 44.6209225909569)"
S8J09,Oregon,Yaquina Bay,Z,9,-124.0210796099646,44.62138042602402,"c(-124.021079609965, 44.621380426024)"
S8J10,Oregon,Yaquina Bay,C,10,-124.01973058637049,44.61704426830262,"c(-124.01973058637, 44.6170442683026)"
S8J10,Oregon,Yaquina Bay,M,10,-124.03685057417556,44.61936580426108,"c(-124.036850574176, 44.6193658042611)"
S8J10,Oregon,Yaquina Bay,N,10,-124.04110546026504,44.61271024678128,"c(-124.041105460265, 44.6127102467813)"
S8J10,Oregon,Yaquina Bay,U,10,-124.01343072218955,44.61717236838668,"c(-124.01343072219, 44.6171723683867)"
S8J10,Oregon,Yaquina Bay,Z,10,-124.0142481937959,44.604759636508966,"c(-124.014248193796, 44.604759636509)"
S8J11,Oregon,Yaquina Bay,C,11,-124.02130469931782,44.58172224402832,"c(-124.021304699318, 44.5817222440283)"
S8J11,Oregon,Yaquina Bay,N,11,-124.0186389930472,44.6043514522591,"c(-124.018638993047, 44.6043514522591)"
S8J11,Oregon,Yaquina Bay,U,11,-124.02383590337675,44.612533286563206,"c(-124.023835903377, 44.6125332865632)"
S8J11,Oregon,Yaquina Bay,Z,11,-124.01639468914685,44.62162027380882,"c(-124.016394689147, 44.6216202738088)"
S8J12,Oregon,Yaquina Bay,C,12,-124.04305892133802,44.62819473603898,"c(-124.043058921338, 44.628194736039)"
S8J12,Oregon,Yaquina Bay,N,12,-124.00779230275396,44.623479008149495,"c(-124.007792302754, 44.6234790081495)"
S8J12,Oregon,Yaquina Bay,U,12,-124.03352705623418,44.61462460014359,"c(-124.033527056234, 44.6146246001436)"
S8J12,Oregon,Yaquina Bay,Z,12,-124.01147539435738,44.61780187437767,"c(-124.011475394357, 44.6178018743777)"
S8J13,Oregon,Yaquina Bay,C,13,-124.02999917789334,44.61967987491352,"c(-124.029999177893, 44.6196798749135)"
S8J13,Oregon,Yaquina Bay,N,13,-124.00773366733178,44.61353175186768,"c(-124.007733667332, 44.6135317518677)"
S8J13,Oregon,Yaquina Bay,U,13,-124.01692298636019,44.62372215644774,"c(-124.01692298636, 44.6237221564477)"
S8J13,Oregon,Yaquina Bay,Z,13,-124.05152415045562,44.6250472520467,"c(-124.051524150456, 44.6250472520467)"
S8J14,Oregon,Yaquina Bay,C,14,-124.04738229498739,44.62885736015745,"c(-124.047382294987, 44.6288573601574)"
S8J14,Oregon,Yaquina Bay,N,14,-124.02304867568778,44.62870884284161,"c(-124.023048675688, 44.6287088428416)"
S8J14,Oregon,Yaquina Bay,U,14,-124.00651568186235,44.6130653597535,"c(-124.006515681862, 44.6130653597535)"
S8J14,Oregon,Yaquina Bay,Z,14,-124.0184259832687,44.62316861254557,"c(-124.018425983269, 44.6231686125456)"
S8J15,Oregon,Yaquina Bay,C,15,-124.01418098479294,44.60596657241788,"c(-124.014180984793, 44.6059665724179)"
S8J15,Oregon,Yaquina Bay,M,15,-124.03709440801902,44.62031785588474,"c(-124.037094408019, 44.6203178558847)"
S8J15,Oregon,Yaquina Bay,N,15,-124.02462684574074,44.60949234322673,"c(-124.024626845741, 44.6094923432267)"
S8J15,Oregon,Yaquina Bay,U,15,-124.0232731713464,44.62354840023233,"c(-124.023273171346, 44.6235484002323)"
S8J15,Oregon,Yaquina Bay,Z,15,-124.01507526040552,44.60015199296917,"c(-124.015075260406, 44.6001519929692)"
S8J16,Oregon,Yaquina Bay,U,16,-124.02607258045627,44.61072171068845,"c(-124.026072580456, 44.6107217106885)"
S8J16,Oregon,Yaquina Bay,Z,16,-124.01920190145877,44.620686001583685,"c(-124.019201901459, 44.6206860015837)"
S8J17,Oregon,Yaquina Bay,C,17,-124.02312308268343,44.619309565121426,"c(-124.023123082683, 44.6193095651214)"
S8J17,Oregon,Yaquina Bay,U,17,-124.0391027529311,44.61772488221728,"c(-124.039102752931, 44.6177248822173)"
S8J17,Oregon,Yaquina Bay,Z,17,-124.02199682775515,44.62193037661079,"c(-124.021996827755, 44.6219303766108)"
S8J18,Oregon,Yaquina Bay,Z,18,-124.05147991020019,44.625389754321596,"c(-124.0514799102, 44.6253897543216)"
S8J19,Oregon,Yaquina Bay,Z,19,-123.9959526756885,44.57462706215093,"c(-123.995952675688, 44.5746270621509)"
S8J20,Oregon,Yaquina Bay,M,20,-124.03688624780622,44.62066184131692,"c(-124.036886247806, 44.6206618413169)"
S8J25,Oregon,Yaquina Bay,M,25,-124.03689943704376,44.61998653360168,"c(-124.036899437044, 44.6199865336017)"
S8J30,Oregon,Yaquina Bay,M,30,-124.03785420143562,44.619806812960654,"c(-124.037854201436, 44.6198068129607)"
S8J35,Oregon,Yaquina Bay,M,35,-124.0406061780982,44.622860626054425,"c(-124.040606178098, 44.6228606260544)"
S8J40,Oregon,Yaquina Bay,M,40,-124.03831269659166,44.621486113732175,"c(-124.038312696592, 44.6214861137322)"
S8J45,Oregon,Yaquina Bay,M,45,-124.02462869871333,44.61461476010299,"c(-124.024628698713, 44.614614760103)"
S9QCF01,Oregon,Tillamook Bay,C,1,-123.91636348116721,45.55197009840909,"c(-123.916363481167, 45.5519700984091)"
S9QCF02,Oregon,Tillamook Bay,C,2,-123.90215544625332,45.528876830442215,"c(-123.902155446253, 45.5288768304422)"
S9QCF03,Oregon,Tillamook Bay,C,3,-123.90570870217543,45.52491924847635,"c(-123.905708702175, 45.5249192484764)"
S9QCF04,Oregon,Tillamook Bay,C,4,-123.89846711747245,45.523226548110905,"c(-123.898467117472, 45.5232265481109)"
S9QCF05,Oregon,Tillamook Bay,C,5,-123.903005439053,45.51560681884144,"c(-123.903005439053, 45.5156068188414)"
S9QCF06,Oregon,Tillamook Bay,C,6,-123.92506329299658,45.55344448012817,"c(-123.925063292997, 45.5534444801282)"
S9QCF07,Oregon,Tillamook Bay,C,7,-123.92788512991422,45.545564771348474,"c(-123.927885129914, 45.5455647713485)"
S9QCF08,Oregon,Tillamook Bay,C,8,-123.92665998206698,45.543090205935826,"c(-123.926659982067, 45.5430902059358)"
S9QCF09,Oregon,Tillamook Bay,C,9,-123.92644399640112,45.536602786581845,"c(-123.926443996401, 45.5366027865818)"
S9QCF10,Oregon,Tillamook Bay,C,10,-123.9365493396962,45.54687148435625,"c(-123.936549339696, 45.5468714843563)"
S9QCF11,Oregon,Tillamook Bay,C,11,-123.94371950268109,45.53098628568519,"c(-123.943719502681, 45.5309862856852)"
S9QCF12,Oregon,Tillamook Bay,C,12,-123.90121500446669,45.5101857614885,"c(-123.901215004467, 45.5101857614885)"
S9QCF13,Oregon,Tillamook Bay,C,13,-123.92082764335966,45.536244874396246,"c(-123.92082764336, 45.5362448743962)"
S9QCF14,Oregon,Tillamook Bay,C,14,-123.901946617369,45.485355295546235,"c(-123.901946617369, 45.4853552955462)"
S9QCF15,Oregon,Tillamook Bay,C,15,-123.91922709228467,45.54367347654242,"c(-123.919227092285, 45.5436734765424)"
S9QGF01,Oregon,Tillamook Bay,G,1,-123.94332159944568,45.524188951454754,"c(-123.943321599446, 45.5241889514548)"
S9QGF02,Oregon,Tillamook Bay,G,2,-123.9435334335021,45.524390209316124,"c(-123.943533433502, 45.5243902093161)"
S9QGF03,Oregon,Tillamook Bay,G,3,-123.94384361557987,45.524985752525495,"c(-123.94384361558, 45.5249857525255)"
S9QGF04,Oregon,Tillamook Bay,G,4,-123.94468577507553,45.5255329613118,"c(-123.944685775076, 45.5255329613118)"
S9QGF05,Oregon,Tillamook Bay,G,5,-123.94477779598768,45.52593271841761,"c(-123.944777795988, 45.5259327184176)"
S9QGF06,Oregon,Tillamook Bay,G,6,-123.94130857921891,45.52716766832986,"c(-123.941308579219, 45.5271676683299)"
S9QGF07,Oregon,Tillamook Bay,G,7,-123.94625767303683,45.526643046289585,"c(-123.946257673037, 45.5266430462896)"
S9QGF08,Oregon,Tillamook Bay,G,8,-123.94647196682917,45.526332266870924,"c(-123.946471966829, 45.5263322668709)"
S9QGF09,Oregon,Tillamook Bay,G,9,-123.9461260746741,45.52579372479818,"c(-123.946126074674, 45.5257937247982)"
S9QGF10,Oregon,Tillamook Bay,G,10,-123.94116068994941,45.535446352890105,"c(-123.941160689949, 45.5354463528901)"
S9QGF11,Oregon,Tillamook Bay,G,11,-123.9416403270503,45.53551807332029,"c(-123.94164032705, 45.5355180733203)"
S9QGF12,Oregon,Tillamook Bay,G,12,-123.9420052508897,45.53418256256213,"c(-123.94200525089, 45.5341825625621)"
S9QGF13,Oregon,Tillamook Bay,G,13,-123.94112878583032,45.53444991919734,"c(-123.94112878583, 45.5344499191973)"
S9QGF14,Oregon,Tillamook Bay,G,14,-123.94078297041459,45.53417183676312,"c(-123.940782970415, 45.5341718367631)"
S9QGF15,Oregon,Tillamook Bay,G,15,-123.94119842292233,45.527343812567835,"c(-123.941198422922, 45.5273438125678)"
S9QGF16,Oregon,Tillamook Bay,G,16,-123.94086402776671,45.52663343174468,"c(-123.940864027767, 45.5266334317447)"
S9QGF17,Oregon,Tillamook Bay,G,17,-123.94023940345316,45.52577066013488,"c(-123.940239403453, 45.5257706601349)"
S9QJF01,Oregon,Tillamook Bay,J,1,-123.9455413754404,45.51412553747415,"c(-123.94554137544, 45.5141255374742)"
S9QJF02,Oregon,Tillamook Bay,J,2,-123.94366815859031,45.50826495952344,"c(-123.94366815859, 45.5082649595234)"
S9QJF03,Oregon,Tillamook Bay,J,3,-123.93831782329933,45.50408832862193,"c(-123.938317823299, 45.5040883286219)"
S9QJF04,Oregon,Tillamook Bay,J,4,-123.93645001343029,45.5016630240381,"c(-123.93645001343, 45.5016630240381)"
S9QJF05,Oregon,Tillamook Bay,J,5,-123.93097463113449,45.497505268509315,"c(-123.930974631134, 45.4975052685093)"
S9QJF06,Oregon,Tillamook Bay,J,6,-123.93036032705562,45.49744020145449,"c(-123.930360327056, 45.4974402014545)"
S9QJF07,Oregon,Tillamook Bay,J,7,-123.94520463708817,45.514465945183126,"c(-123.945204637088, 45.5144659451831)"
S9QJF08,Oregon,Tillamook Bay,J,8,-123.94508012543889,45.51315298371004,"c(-123.945080125439, 45.51315298371)"
S9QJF09,Oregon,Tillamook Bay,J,9,-123.9240180965248,45.494726252122064,"c(-123.924018096525, 45.4947262521221)"
S9QJF10,Oregon,Tillamook Bay,J,10,-123.92264724013391,45.49399004912989,"c(-123.922647240134, 45.4939900491299)"
S9QJF11,Oregon,Tillamook Bay,J,11,-123.91819463261146,45.4923005509203,"c(-123.918194632611, 45.4923005509203)"
S9QJF12,Oregon,Tillamook Bay,J,12,-123.91755122758697,45.49132836453942,"c(-123.917551227587, 45.4913283645394)"
S9QJF13,Oregon,Tillamook Bay,J,13,-123.91338709271854,45.4877153342401,"c(-123.913387092719, 45.4877153342401)"
S9QJF14,Oregon,Tillamook Bay,J,14,-123.91147219532417,45.48650543890787,"c(-123.911472195324, 45.4865054389079)"
S9QJF15,Oregon,Tillamook Bay,J,15,-123.90660809138465,45.48441144249396,"c(-123.906608091385, 45.484411442494)"
S9QJF16,Oregon,Tillamook Bay,J,16,-123.93377085609366,45.49980869747135,"c(-123.933770856094, 45.4998086974714)"
S9QJF17,Oregon,Tillamook Bay,J,17,-123.92142493384706,45.49439820531062,"c(-123.921424933847, 45.4943982053106)"
S9QNF01,Oregon,Tillamook Bay,N,1,-123.90381017303785,45.48894050530768,"c(-123.903810173038, 45.4889405053077)"
S9QNF02,Oregon,Tillamook Bay,N,2,-123.90787124771046,45.486704111865215,"c(-123.90787124771, 45.4867041118652)"
S9QNF04,Oregon,Tillamook Bay,N,4,-123.89841773678408,45.489067076346416,"c(-123.898417736784, 45.4890670763464)"
S9QNF05,Oregon,Tillamook Bay,N,5,-123.91735659380292,45.49444833772721,"c(-123.917356593803, 45.4944483377272)"
S9QNF06,Oregon,Tillamook Bay,N,6,-123.91024095172145,45.505512053576105,"c(-123.910240951721, 45.5055120535761)"
S9QNF07,Oregon,Tillamook Bay,N,7,-123.90501437157207,45.51901718107728,"c(-123.905014371572, 45.5190171810773)"
S9QNF08,Oregon,Tillamook Bay,N,8,-123.90275930555178,45.49427594518809,"c(-123.902759305552, 45.4942759451881)"
S9QNF09,Oregon,Tillamook Bay,N,9,-123.90310830644297,45.49663458765799,"c(-123.903108306443, 45.496634587658)"
S9QNF10,Oregon,Tillamook Bay,N,10,-123.90925993168491,45.500450933358316,"c(-123.909259931685, 45.5004509333583)"
S9QNF11,Oregon,Tillamook Bay,N,11,-123.90803904826416,45.500736620975935,"c(-123.908039048264, 45.5007366209759)"
S9QNF12,Oregon,Tillamook Bay,N,12,-123.908771715934,45.54355091830115,"c(-123.908771715934, 45.5435509183012)"
S9QNF13,Oregon,Tillamook Bay,N,13,-123.91905048834413,45.542286612748214,"c(-123.919050488344, 45.5422866127482)"
S9QNF14,Oregon,Tillamook Bay,N,14,-123.93580706091534,45.518758315257436,"c(-123.935807060915, 45.5187583152574)"
S9QNF15,Oregon,Tillamook Bay,N,15,-123.93343496862227,45.51719288962977,"c(-123.933434968622, 45.5171928896298)"
S9QNF17,Oregon,Tillamook Bay,N,17,-123.91862749998381,45.5402751130132,"c(-123.918627499984, 45.5402751130132)"
S9QSF01,Oregon,Tillamook Bay,S,1,-123.89062203551396,45.489112413326026,"c(-123.890622035514, 45.489112413326)"
S9QSF02,Oregon,Tillamook Bay,S,2,-123.93223434880825,45.535509508034785,"c(-123.932234348808, 45.5355095080348)"
S9QSF03,Oregon,Tillamook Bay,S,3,-123.94904672489498,45.52668476238823,"c(-123.949046724895, 45.5266847623882)"
S9QSF04,Oregon,Tillamook Bay,S,4,-123.92779841984735,45.53192202624908,"c(-123.927798419847, 45.5319220262491)"
S9QSF05,Oregon,Tillamook Bay,S,5,-123.93937083780062,45.5385972399887,"c(-123.939370837801, 45.5385972399887)"
S9QSF06,Oregon,Tillamook Bay,S,6,-123.9317520788366,45.54622663962624,"c(-123.931752078837, 45.5462266396262)"
S9QSF07,Oregon,Tillamook Bay,S,7,-123.91805124102383,45.550799731022856,"c(-123.918051241024, 45.5507997310229)"
S9QSF08,Oregon,Tillamook Bay,S,8,-123.9277244353238,45.534268114597815,"c(-123.927724435324, 45.5342681145978)"
S9QSF09,Oregon,Tillamook Bay,S,9,-123.91800814515526,45.5491789604102,"c(-123.918008145155, 45.5491789604102)"
S9QSF10,Oregon,Tillamook Bay,S,10,-123.91490908152794,45.54611066740234,"c(-123.914909081528, 45.5461106674023)"
S9QSF11,Oregon,Tillamook Bay,S,11,-123.92393165299082,45.54381007725397,"c(-123.923931652991, 45.543810077254)"
S9QSF12,Oregon,Tillamook Bay,S,12,-123.94172297938542,45.54352819428483,"c(-123.941722979385, 45.5435281942848)"
S9QSF13,Oregon,Tillamook Bay,S,13,-123.93809065859247,45.54160920683174,"c(-123.938090658592, 45.5416092068317)"
S9QSF14,Oregon,Tillamook Bay,S,14,-123.92127916217197,45.5494339693724,"c(-123.921279162172, 45.5494339693724)"
S9QSF15,Oregon,Tillamook Bay,S,15,-123.93530901881084,45.56267994159969,"c(-123.935309018811, 45.5626799415997)"
S9QSF16,Oregon,Tillamook Bay,S,16,-123.89606000446999,45.484060214894065,"c(-123.89606000447, 45.4840602148941)"
S9QSF17,Oregon,Tillamook Bay,S,17,-123.89177020035551,45.495707495287846,"c(-123.891770200356, 45.4957074952878)"
S9QSF18,Oregon,Tillamook Bay,S,18,-123.88784504030852,45.50251409034505,"c(-123.887845040309, 45.5025140903451)"
S9QSF19,Oregon,Tillamook Bay,S,19,-123.90607500895224,45.504453969376904,"c(-123.906075008952, 45.5044539693769)"
S9QSF20,Oregon,Tillamook Bay,S,20,-123.89798010751873,45.5040193322762,"c(-123.897980107519, 45.5040193322762)"
S9QSF21,Oregon,Tillamook Bay,S,21,-123.91243598565599,45.538261836759425,"c(-123.912435985656, 45.5382618367594)"
S9QSF22,Oregon,Tillamook Bay,S,22,-123.91391462812284,45.5401540858589,"c(-123.913914628123, 45.5401540858589)"
S9QSF23,Oregon,Tillamook Bay,S,23,-123.91583794353694,45.50733150522181,"c(-123.915837943537, 45.5073315052218)"
S9QSF24,Oregon,Tillamook Bay,S,24,-123.88916243623235,45.48990228126006,"c(-123.889162436232, 45.4899022812601)"
S9QSF25,Oregon,Tillamook Bay,S,25,-123.92222668457421,45.53336839141637,"c(-123.922226684574, 45.5333683914164)"
S9QSF26,Oregon,Tillamook Bay,S,26,-123.93881897848381,45.50521011632635,"c(-123.938818978484, 45.5052101163264)"
S9QSF27,Oregon,Tillamook Bay,S,27,-123.89600733422478,45.48650874536159,"c(-123.896007334225, 45.4865087453616)"
S9QSF28,Oregon,Tillamook Bay,S,28,-123.89733833332923,45.48907163918847,"c(-123.897338333329, 45.4890716391885)"
S9QSF29,Oregon,Tillamook Bay,S,29,-123.89222293010327,45.49277543442841,"c(-123.892222930103, 45.4927754344284)"
S9QSF30,Oregon,Tillamook Bay,S,30,-123.89803350805423,45.47537512529352,"c(-123.898033508054, 45.4753751252935)"
S9QSF31,Oregon,Tillamook Bay,S,31,-123.90419767303568,45.49153719474141,"c(-123.904197673036, 45.4915371947414)"
S9QUF01,Oregon,Tillamook Bay,U,1,-123.93738418942036,45.50534704901975,"c(-123.93738418942, 45.5053470490197)"
S9QUF02,Oregon,Tillamook Bay,U,2,-123.93673448541313,45.50658573754708,"c(-123.936734485413, 45.5065857375471)"
S9QUF03,Oregon,Tillamook Bay,U,3,-123.9468120071595,45.52542187260253,"c(-123.946812007159, 45.5254218726025)"
S9QUF04,Oregon,Tillamook Bay,U,4,-123.93595791666088,45.50407010737342,"c(-123.935957916661, 45.5040701073734)"
S9QUF06,Oregon,Tillamook Bay,U,6,-123.94660845627573,45.52701595612751,"c(-123.946608456276, 45.5270159561275)"
S9QUF07,Oregon,Tillamook Bay,U,7,-123.93454258511287,45.50551089141734,"c(-123.934542585113, 45.5055108914173)"
S9QUF08,Oregon,Tillamook Bay,U,8,-123.93494468637309,45.50389709662003,"c(-123.934944686373, 45.50389709662)"
S9QUF09,Oregon,Tillamook Bay,U,9,-123.94600545249286,45.52245405898363,"c(-123.946005452493, 45.5224540589836)"
S9QUF10,Oregon,Tillamook Bay,U,10,-123.94710545249673,45.52451017008886,"c(-123.947105452497, 45.5245101700889)"
S9QUF11,Oregon,Tillamook Bay,U,11,-123.93476640709704,45.505894776705226,"c(-123.934766407097, 45.5058947767052)"
S9QUF12,Oregon,Tillamook Bay,U,12,-123.94322092292362,45.51511120055605,"c(-123.943220922924, 45.515111200556)"
S9QUF13,Oregon,Tillamook Bay,U,13,-123.94231679210343,45.51614461453394,"c(-123.942316792103, 45.5161446145339)"
S9QUF14,Oregon,Tillamook Bay,U,14,-123.94172998206903,45.51518926059362,"c(-123.941729982069, 45.5151892605936)"
S9QUF15,Oregon,Tillamook Bay,U,15,-123.94113878135546,45.513711240883026,"c(-123.941138781355, 45.513711240883)"
S9QUF16,Oregon,Tillamook Bay,U,16,-123.92027650536272,45.49403853926645,"c(-123.920276505363, 45.4940385392664)"
S9QZF01,Oregon,Tillamook Bay,Z,1,-123.931689422033,45.522838216684015,"c(-123.931689422033, 45.522838216684)"
S9QZF02,Oregon,Tillamook Bay,Z,2,-123.93756081091614,45.52696008944911,"c(-123.937560810916, 45.5269600894491)"
S9QZF03,Oregon,Tillamook Bay,Z,3,-123.93665680553953,45.53076251775959,"c(-123.93665680554, 45.5307625177596)"
S9QZF04,Oregon,Tillamook Bay,Z,4,-123.91462865141861,45.515372920988085,"c(-123.914628651419, 45.5153729209881)"
S9QZF05,Oregon,Tillamook Bay,Z,5,-123.91558780508846,45.53346009091461,"c(-123.915587805088, 45.5334600909146)"
S9QZF06,Oregon,Tillamook Bay,Z,6,-123.93974605733885,45.533833041958395,"c(-123.939746057339, 45.5338330419584)"
S9QZF07,Oregon,Tillamook Bay,Z,7,-123.93523797938555,45.53543966829632,"c(-123.935237979386, 45.5354396682963)"
S9QZF08,Oregon,Tillamook Bay,Z,8,-123.92812791437494,45.51674701258973,"c(-123.928127914375, 45.5167470125897)"
S9QZF09,Oregon,Tillamook Bay,Z,9,-123.91332564963737,45.52699369160112,"c(-123.913325649637, 45.5269936916011)"
S9QZF10,Oregon,Tillamook Bay,Z,10,-123.9065300455281,45.529596579987775,"c(-123.906530045528, 45.5295965799878)"
S9QZF11,Oregon,Tillamook Bay,Z,11,-123.90473930106236,45.53938899177556,"c(-123.904739301062, 45.5393889917756)"
S9QZF12,Oregon,Tillamook Bay,Z,12,-123.9379794399529,45.54450356166845,"c(-123.937979439953, 45.5445035616684)"
S9QZF13,Oregon,Tillamook Bay,Z,13,-123.90464592741088,45.539106868124286,"c(-123.904645927411, 45.5391068681243)"
S9QZF14,Oregon,Tillamook Bay,Z,14,-123.9193800582296,45.524083696082386,"c(-123.91938005823, 45.5240836960824)"
S9QZF15,Oregon,Tillamook Bay,Z,15,-123.93917617382978,45.5294001297736,"c(-123.93917617383, 45.5294001297736)"
S9QZF20,Oregon,Tillamook Bay,Z,20,-123.90458586572906,45.53936326835565,"c(-123.904585865729, 45.5393632683557)"
